,home_team_name,away_team_name,home_wins,year,stadium_name,city,attendance,capacity,league
10355,KC,CIN,0,2020,Kauffman Stadium,"Kansas City, Missouri",,,MLB
10356,CHW,DET,1,2020,Guaranteed Rate Field,"Chicago, Illinois",,,MLB
10357,MIN,MIL,0,2020,Target Field,"Minneapolis, Minnesota",,,MLB
10358,COL,HOU,0,2020,Coors Field,"Denver, Colorado",,,MLB
10359,SD,TEX,1,2020,Petco Park,"San Diego, California",,,MLB
10360,OAK,ARI,1,2020,Oakland Coliseum,"Oakland, California",,,MLB
10361,SEA,LAD,1,2020,T-Mobile Park,"Seattle, Washington",,,MLB
10362,SF,LAA,1,2020,Oracle Park,"San Francisco, California",,,MLB
10363,NYY,TB,0,2020,Yankee Stadium,"Bronx, New York",,,MLB
10365,CHW,DET,1,2020,Guaranteed Rate Field,"Chicago, Illinois",,,MLB
10366,COL,HOU,0,2020,Coors Field,"Denver, Colorado",,,MLB
10368,PIT,CLE,0,2020,PNC Park,"Pittsburgh, Pennsylvania",,,MLB
10369,MIN,MIL,1,2020,Target Field,"Minneapolis, Minnesota",,,MLB
10370,SEA,LAD,0,2020,T-Mobile Park,"Seattle, Washington",,,MLB
10371,BAL,BOS,0,2020,Oriole Park at Camden Yards,"Baltimore, Maryland",,,MLB
10372,SD,TEX,1,2020,Petco Park,"San Diego, California",,,MLB
10373,STL,CIN,1,2020,Busch Stadium,"St. Louis, Missouri",,,MLB
10374,OAK,ARI,1,2020,Oakland Coliseum,"Oakland, California",,,MLB
10375,SF,LAA,1,2020,Oracle Park,"San Francisco, California",,,MLB
10376,WSH,MIA,0,2020,Nationals Park,"Washington, D.C.",,,MLB
10377,TB,TOR,0,2020,Tropicana Field,"St. Petersburg, Florida",,,MLB
10378,PIT,MIL,1,2020,PNC Park,"Pittsburgh, Pennsylvania",,,MLB
10379,ATL,PHI,1,2020,Truist Park,"Atlanta, Georgia",,,MLB
10380,CLE,DET,0,2020,Progressive Field,"Cleveland, Ohio",,,MLB
10381,BAL,BOS,0,2020,Oriole Park at Camden Yards,"Baltimore, Maryland",,,MLB
10382,CHC,CHW,0,2020,Wrigley Field,"Chicago, Illinois",,,MLB
10383,KC,MIN,1,2020,Kauffman Stadium,"Kansas City, Missouri",,,MLB
10384,STL,CIN,0,2020,Busch Stadium,"St. Louis, Missouri",,,MLB
10385,SD,HOU,1,2020,Petco Park,"San Diego, California",,,MLB
10386,SEA,TEX,1,2020,T-Mobile Park,"Seattle, Washington",,,MLB
10387,LAD,COL,1,2020,Dodger Stadium,"Los Angeles, California",,,MLB
10388,OAK,LAA,1,2020,Oakland Coliseum,"Oakland, California",,,MLB
10389,SF,ARI,1,2020,Oracle Park,"San Francisco, California",,,MLB
10390,PIT,MIL,1,2020,PNC Park,"Pittsburgh, Pennsylvania",,,MLB
10391,WSH,MIA,1,2020,Nationals Park,"Washington, D.C.",,,MLB
10392,OAK,LAA,0,2020,Oakland Coliseum,"Oakland, California",,,MLB
10393,TB,TOR,1,2020,Tropicana Field,"St. Petersburg, Florida",,,MLB
10394,KC,MIN,0,2020,Kauffman Stadium,"Kansas City, Missouri",,,MLB
10395,ATL,PHI,1,2020,Truist Park,"Atlanta, Georgia",,,MLB
10396,CLE,DET,1,2020,Progressive Field,"Cleveland, Ohio",,,MLB
10397,BAL,BOS,1,2020,Oriole Park at Camden Yards,"Baltimore, Maryland",,,MLB
10399,CHC,CHW,0,2020,Wrigley Field,"Chicago, Illinois",,,MLB
10400,STL,CIN,1,2020,Busch Stadium,"St. Louis, Missouri",,,MLB
10401,LAD,COL,1,2020,Dodger Stadium,"Los Angeles, California",,,MLB
10402,SD,HOU,1,2020,Petco Park,"San Diego, California",,,MLB
10403,SEA,TEX,1,2020,T-Mobile Park,"Seattle, Washington",,,MLB
10404,SF,ARI,1,2020,Oracle Park,"San Francisco, California",,,MLB
10405,WSH,MIA,1,2020,Nationals Park,"Washington, D.C.",,,MLB
10406,BAL,BOS,1,2020,Oriole Park at Camden Yards,"Baltimore, Maryland",,,MLB
10407,CLE,DET,0,2020,Progressive Field,"Cleveland, Ohio",,,MLB
10408,TB,TOR,1,2020,Tropicana Field,"St. Petersburg, Florida",,,MLB
10409,PIT,MIL,1,2020,PNC Park,"Pittsburgh, Pennsylvania",,,MLB
10410,KC,MIN,0,2020,Kauffman Stadium,"Kansas City, Missouri",,,MLB
10411,STL,CIN,1,2020,Busch Stadium,"St. Louis, Missouri",,,MLB
10412,CHC,CHW,1,2020,Wrigley Field,"Chicago, Illinois",,,MLB
10413,SD,HOU,1,2020,Petco Park,"San Diego, California",,,MLB
10414,LAD,COL,1,2020,Dodger Stadium,"Los Angeles, California",,,MLB
10415,OAK,LAA,1,2020,Oakland Coliseum,"Oakland, California",,,MLB
10416,SF,ARI,1,2020,Oracle Park,"San Francisco, California",,,MLB
10417,SEA,TEX,1,2020,T-Mobile Park,"Seattle, Washington",,,MLB
10418,ATL,PHI,0,2020,Truist Park,"Atlanta, Georgia",,,MLB
10419,TB,TOR,0,2020,Tropicana Field,"St. Petersburg, Florida",,,MLB
10420,WSH,MIA,0,2020,Nationals Park,"Washington, D.C.",,,MLB
10421,CLE,MIN,0,2020,Progressive Field,"Cleveland, Ohio",,,MLB
10422,DET,CHC,0,2020,Comerica Park,"Detroit, Michigan",,,MLB
10423,TEX,OAK,1,2020,Globe Life Field,"Arlington, Texas",,,MLB
10424,MIL,CIN,1,2020,Miller Park,"Milwaukee, Wisconsin",,,MLB
10425,STL,KC,1,2020,Busch Stadium,"St. Louis, Missouri",,,MLB
10426,HOU,LAA,1,2020,Minute Maid Park,"Houston, Texas",,,MLB
10427,ARI,COL,0,2020,Chase Field,"Phoenix, Arizona",,,MLB
10428,HOU,LAA,1,2020,Minute Maid Park,"Houston, Texas",,,MLB
10429,NYM,MIA,0,2020,Citi Field,"Queens, New York",,,MLB
10430,WSH,PHI,0,2020,Nationals Park,"Washington, D.C.",,,MLB
10432,TB,BAL,1,2020,Tropicana Field,"St. Petersburg, Florida",,,MLB
10433,HOU,LAA,0,2020,Minute Maid Park,"Houston, Texas",,,MLB
10434,CLE,MIN,1,2020,Progressive Field,"Cleveland, Ohio",,,MLB
10435,DET,CHC,1,2020,Comerica Park,"Detroit, Michigan",,,MLB
10436,TEX,OAK,0,2020,Globe Life Field,"Arlington, Texas",,,MLB
10437,CHW,PIT,1,2020,Guaranteed Rate Field,"Chicago, Illinois",,,MLB
10438,MIL,CIN,1,2020,Miller Park,"Milwaukee, Wisconsin",,,MLB
10439,STL,KC,0,2020,Busch Stadium,"St. Louis, Missouri",,,MLB
10440,SD,SEA,0,2020,Petco Park,"San Diego, California",,,MLB
10441,ARI,COL,0,2020,Chase Field,"Phoenix, Arizona",,,MLB
10443,SF,LAD,1,2020,Oracle Park,"San Francisco, California",,,MLB
10444,CHW,PIT,1,2020,Guaranteed Rate Field,"Chicago, Illinois",,,MLB
10445,ATL,NYY,1,2020,Truist Park,"Atlanta, Georgia",,,MLB
10446,WSH,PHI,0,2020,Nationals Park,"Washington, D.C.",,,MLB
10448,TB,BAL,1,2020,Tropicana Field,"St. Petersburg, Florida",,,MLB
10449,ATL,NYY,1,2020,Truist Park,"Atlanta, Georgia",,,MLB
10450,CLE,MIN,1,2020,Progressive Field,"Cleveland, Ohio",,,MLB
10451,DET,CHC,1,2020,Comerica Park,"Detroit, Michigan",,,MLB
10452,NYM,MIA,1,2020,Citi Field,"Queens, New York",,,MLB
10453,TEX,OAK,0,2020,Globe Life Field,"Arlington, Texas",,,MLB
10454,STL,KC,1,2020,Busch Stadium,"St. Louis, Missouri",,,MLB
10455,ARI,COL,0,2020,Chase Field,"Phoenix, Arizona",,,MLB
10456,SD,SEA,1,2020,Petco Park,"San Diego, California",,,MLB
10457,STL,PIT,0,2020,Busch Stadium,"St. Louis, Missouri",,,MLB
10458,SF,LAD,0,2020,Oracle Park,"San Francisco, California",,,MLB
10459,MIL,CIN,0,2020,Miller Park,"Milwaukee, Wisconsin",,,MLB
10460,SD,SEA,0,2020,Petco Park,"San Diego, California",,,MLB
10461,STL,PIT,0,2020,Busch Stadium,"St. Louis, Missouri",,,MLB
10462,SF,LAD,0,2020,Oracle Park,"San Francisco, California",,,MLB
10463,MIL,CIN,0,2020,Miller Park,"Milwaukee, Wisconsin",,,MLB
10464,NYY,NYM,0,2020,Yankee Stadium,"Bronx, New York",,,MLB
10466,PHI,ATL,1,2020,Citizens Bank Park,"Philadelphia, Pennsylvania",,,MLB
10467,CHW,KC,1,2020,Guaranteed Rate Field,"Chicago, Illinois",,,MLB
10468,CIN,CHC,1,2020,Great American Ball Park,"Cincinnati, Ohio",,,MLB
10469,MIA,TB,0,2020,Marlins Park,"Miami, Florida",,,MLB
10471,BOS,WSH,0,2020,Fenway Park,"Boston, Massachusetts",,,MLB
10472,TEX,LAD,1,2020,Globe Life Field,"Arlington, Texas",,,MLB
10473,MIL,PIT,1,2020,Miller Park,"Milwaukee, Wisconsin",,,MLB
10474,STL,CLE,0,2020,Busch Stadium,"St. Louis, Missouri",,,MLB
10475,COL,SD,0,2020,Coors Field,"Denver, Colorado",,,MLB
10476,ARI,SF,1,2020,Chase Field,"Phoenix, Arizona",,,MLB
10477,LAA,SEA,1,2020,Angel Stadium,"Anaheim, California",,,MLB
10478,NYY,NYM,1,2020,Yankee Stadium,"Bronx, New York",,,MLB
10479,DET,MIN,1,2020,Comerica Park,"Detroit, Michigan",,,MLB
10480,PHI,ATL,1,2020,Citizens Bank Park,"Philadelphia, Pennsylvania",,,MLB
10481,STL,CLE,0,2020,Busch Stadium,"St. Louis, Missouri",,,MLB
10482,CHW,KC,0,2020,Guaranteed Rate Field,"Chicago, Illinois",,,MLB
10483,CIN,CHC,0,2020,Great American Ball Park,"Cincinnati, Ohio",,,MLB
10484,HOU,OAK,1,2020,Minute Maid Park,"Houston, Texas",,,MLB
10485,DET,MIN,1,2020,Comerica Park,"Detroit, Michigan",,,MLB
10486,MIA,TB,0,2020,Marlins Park,"Miami, Florida",,,MLB
10488,TEX,LAD,0,2020,Globe Life Field,"Arlington, Texas",,,MLB
10489,MIL,PIT,1,2020,Miller Park,"Milwaukee, Wisconsin",,,MLB
10490,HOU,OAK,1,2020,Minute Maid Park,"Houston, Texas",,,MLB
10491,BOS,WSH,1,2020,Fenway Park,"Boston, Massachusetts",,,MLB
10492,CIN,CHC,1,2020,Great American Ball Park,"Cincinnati, Ohio",,,MLB
10493,ARI,SF,0,2020,Chase Field,"Phoenix, Arizona",,,MLB
10494,COL,SD,1,2020,Coors Field,"Denver, Colorado",,,MLB
10495,LAA,SEA,1,2020,Angel Stadium,"Anaheim, California",,,MLB
10496,NYY,NYM,1,2020,Yankee Stadium,"Bronx, New York",,,MLB
10497,CIN,CHC,0,2020,Great American Ball Park,"Cincinnati, Ohio",,,MLB
10498,DET,MIN,1,2020,Comerica Park,"Detroit, Michigan",,,MLB
10499,MIA,TB,0,2020,Marlins Park,"Miami, Florida",,,MLB
10500,BOS,WSH,1,2020,Fenway Park,"Boston, Massachusetts",,,MLB
10501,CHW,KC,1,2020,Guaranteed Rate Field,"Chicago, Illinois",,,MLB
10502,MIL,PIT,0,2020,Miller Park,"Milwaukee, Wisconsin",,,MLB
10503,STL,CLE,1,2020,Busch Stadium,"St. Louis, Missouri",,,MLB
10504,TEX,LAD,0,2020,Globe Life Field,"Arlington, Texas",,,MLB
10506,COL,SD,0,2020,Coors Field,"Denver, Colorado",,,MLB
10507,ARI,SF,0,2020,Chase Field,"Phoenix, Arizona",,,MLB
10508,LAA,SEA,0,2020,Angel Stadium,"Anaheim, California",,,MLB
10510,PHI,ATL,0,2020,Citizens Bank Park,"Philadelphia, Pennsylvania",,,MLB
10511,NYM,MIA,0,2020,Citi Field,"Queens, New York",,,MLB
10513,LAA,SEA,0,2020,Angel Stadium,"Anaheim, California",,,MLB
10514,CIN,STL,0,2020,Great American Ball Park,"Cincinnati, Ohio",,,MLB
10515,NYY,TB,0,2020,Yankee Stadium,"Bronx, New York",,,MLB
10516,PHI,WSH,1,2020,Citizens Bank Park,"Philadelphia, Pennsylvania",,,MLB
10517,BOS,ATL,0,2020,Fenway Park,"Boston, Massachusetts",,,MLB
10518,MIL,PIT,1,2020,Miller Park,"Milwaukee, Wisconsin",,,MLB
10519,KC,CLE,1,2020,Kauffman Stadium,"Kansas City, Missouri",,,MLB
10520,MIN,CHW,0,2020,Target Field,"Minneapolis, Minnesota",,,MLB
10521,COL,SD,0,2020,Coors Field,"Denver, Colorado",,,MLB
10522,CIN,STL,0,2020,Great American Ball Park,"Cincinnati, Ohio",,,MLB
10523,MIA,TOR,1,2020,Marlins Park,"Miami, Florida",,,MLB
10524,NYY,TB,1,2020,Yankee Stadium,"Bronx, New York",,,MLB
10525,PHI,WSH,1,2020,Citizens Bank Park,"Philadelphia, Pennsylvania",,,MLB
10526,PIT,CHC,0,2020,PNC Park,"Pittsburgh, Pennsylvania",,,MLB
10527,BOS,ATL,0,2020,Fenway Park,"Boston, Massachusetts",,,MLB
10528,BAL,NYM,1,2020,Oriole Park at Camden Yards,"Baltimore, Maryland",,,MLB
10529,MIL,DET,0,2020,Miller Park,"Milwaukee, Wisconsin",,,MLB
10530,KC,CLE,0,2020,Kauffman Stadium,"Kansas City, Missouri",,,MLB
10531,HOU,TEX,0,2020,Minute Maid Park,"Houston, Texas",,,MLB
10532,MIN,CHW,1,2020,Target Field,"Minneapolis, Minnesota",,,MLB
10533,COL,SF,0,2020,Coors Field,"Denver, Colorado",,,MLB
10534,LAD,ARI,1,2020,Dodger Stadium,"Los Angeles, California",,,MLB
10535,COL,SF,1,2020,Coors Field,"Denver, Colorado",,,MLB
10536,BAL,NYM,0,2020,Oriole Park at Camden Yards,"Baltimore, Maryland",,,MLB
10537,CIN,STL,1,2020,Great American Ball Park,"Cincinnati, Ohio",,,MLB
10538,MIA,TOR,0,2020,Marlins Park,"Miami, Florida",,,MLB
10539,NYY,TB,0,2020,Yankee Stadium,"Bronx, New York",,,MLB
10540,PHI,WSH,1,2020,Citizens Bank Park,"Philadelphia, Pennsylvania",,,MLB
10541,PIT,CHC,0,2020,PNC Park,"Pittsburgh, Pennsylvania",,,MLB
10542,BOS,ATL,0,2020,Fenway Park,"Boston, Massachusetts",,,MLB
10543,MIL,DET,1,2020,Miller Park,"Milwaukee, Wisconsin",,,MLB
10544,KC,CLE,0,2020,Kauffman Stadium,"Kansas City, Missouri",,,MLB
10545,HOU,TEX,1,2020,Minute Maid Park,"Houston, Texas",,,MLB
10546,MIN,CHW,1,2020,Target Field,"Minneapolis, Minnesota",,,MLB
10547,LAA,SD,0,2020,Angel Stadium,"Anaheim, California",,,MLB
10548,LAD,ARI,1,2020,Dodger Stadium,"Los Angeles, California",,,MLB
10549,PIT,CHC,1,2020,PNC Park,"Pittsburgh, Pennsylvania",,,MLB
10550,HOU,TEX,1,2020,Minute Maid Park,"Houston, Texas",,,MLB
10551,PHI,WSH,1,2020,Citizens Bank Park,"Philadelphia, Pennsylvania",,,MLB
10552,NYM,NYY,1,2020,Citi Field,"Queens, New York",,,MLB
10553,LAA,SD,1,2020,Angel Stadium,"Anaheim, California",,,MLB
10554,BOS,TOR,0,2020,Fenway Park,"Boston, Massachusetts",,,MLB
10555,KC,CHW,0,2020,Kauffman Stadium,"Kansas City, Missouri",,,MLB
10556,LAD,ARI,1,2020,Dodger Stadium,"Los Angeles, California",,,MLB
10557,MIN,DET,1,2020,Target Field,"Minneapolis, Minnesota",,,MLB
10558,PIT,CIN,0,2020,PNC Park,"Pittsburgh, Pennsylvania",,,MLB
10559,BOS,TOR,0,2020,Fenway Park,"Boston, Massachusetts",,,MLB
10560,ATL,WSH,1,2020,Truist Park,"Atlanta, Georgia",,,MLB
10562,BAL,NYY,0,2020,Oriole Park at Camden Yards,"Baltimore, Maryland",,,MLB
10563,TB,MIA,1,2020,Tropicana Field,"St. Petersburg, Florida",,,MLB
10564,CLE,MIL,0,2020,Progressive Field,"Cleveland, Ohio",,,MLB
10565,NYM,PHI,0,2020,Citi Field,"Queens, New York",,,MLB
10566,ATL,WSH,0,2020,Truist Park,"Atlanta, Georgia",,,MLB
10569,KC,CHW,0,2020,Kauffman Stadium,"Kansas City, Missouri",,,MLB
10570,CHC,STL,1,2020,Wrigley Field,"Chicago, Illinois",,,MLB
10571,LAA,HOU,1,2020,Angel Stadium,"Anaheim, California",,,MLB
10572,SEA,TEX,1,2020,T-Mobile Park,"Seattle, Washington",,,MLB
10573,BAL,NYY,1,2020,Oriole Park at Camden Yards,"Baltimore, Maryland",,,MLB
10574,LAD,COL,1,2020,Dodger Stadium,"Los Angeles, California",,,MLB
10575,OAK,SD,0,2020,Oakland Coliseum,"Oakland, California",,,MLB
10576,SF,ARI,0,2020,Oracle Park,"San Francisco, California",,,MLB
10577,OAK,SD,1,2020,Oakland Coliseum,"Oakland, California",,,MLB
10578,CHC,STL,0,2020,Wrigley Field,"Chicago, Illinois",,,MLB
10579,TB,MIA,0,2020,Tropicana Field,"St. Petersburg, Florida",,,MLB
10580,KC,CHW,0,2020,Kauffman Stadium,"Kansas City, Missouri",,,MLB
10581,PIT,CIN,0,2020,PNC Park,"Pittsburgh, Pennsylvania",,,MLB
10582,LAA,HOU,1,2020,Angel Stadium,"Anaheim, California",,,MLB
10583,ATL,WSH,0,2020,Truist Park,"Atlanta, Georgia",,,MLB
10584,CLE,MIL,1,2020,Progressive Field,"Cleveland, Ohio",,,MLB
10585,MIN,DET,1,2020,Target Field,"Minneapolis, Minnesota",,,MLB
10586,NYM,PHI,1,2020,Citi Field,"Queens, New York",,,MLB
10587,BOS,TOR,1,2020,Fenway Park,"Boston, Massachusetts",,,MLB
10588,BAL,NYY,1,2020,Oriole Park at Camden Yards,"Baltimore, Maryland",,,MLB
10590,LAD,COL,0,2020,Dodger Stadium,"Los Angeles, California",,,MLB
10591,SEA,TEX,1,2020,T-Mobile Park,"Seattle, Washington",,,MLB
10592,SF,ARI,1,2020,Oracle Park,"San Francisco, California",,,MLB
10594,CLE,MIL,1,2020,Progressive Field,"Cleveland, Ohio",,,MLB
10595,BAL,NYY,1,2020,Oriole Park at Camden Yards,"Baltimore, Maryland",,,MLB
10596,ATL,WSH,1,2020,Truist Park,"Atlanta, Georgia",,,MLB
10597,NYM,PHI,1,2020,Citi Field,"Queens, New York",,,MLB
10598,TB,MIA,1,2020,Tropicana Field,"St. Petersburg, Florida",,,MLB
10599,BOS,TOR,0,2020,Fenway Park,"Boston, Massachusetts",,,MLB
10600,PIT,CIN,1,2020,PNC Park,"Pittsburgh, Pennsylvania",,,MLB
10601,KC,CHW,0,2020,Kauffman Stadium,"Kansas City, Missouri",,,MLB
10602,MIN,DET,0,2020,Target Field,"Minneapolis, Minnesota",,,MLB
10603,SF,ARI,1,2020,Oracle Park,"San Francisco, California",,,MLB
10604,LAA,HOU,1,2020,Angel Stadium,"Anaheim, California",,,MLB
10605,OAK,SD,0,2020,Oakland Coliseum,"Oakland, California",,,MLB
10606,SEA,TEX,1,2020,T-Mobile Park,"Seattle, Washington",,,MLB
10607,CHC,STL,0,2020,Wrigley Field,"Chicago, Illinois",,,MLB
10608,LAD,COL,0,2020,Dodger Stadium,"Los Angeles, California",,,MLB
10609,ATL,MIA,0,2020,Truist Park,"Atlanta, Georgia",,,MLB
10610,NYM,PHI,0,2020,Citi Field,"Queens, New York",,,MLB
10611,MIN,DET,1,2020,Target Field,"Minneapolis, Minnesota",,,MLB
10612,CHC,STL,1,2020,Wrigley Field,"Chicago, Illinois",,,MLB
10613,SEA,TEX,1,2020,T-Mobile Park,"Seattle, Washington",,,MLB
10614,WSH,TB,1,2020,Nationals Park,"Washington, D.C.",,,MLB
10615,CLE,KC,1,2020,Progressive Field,"Cleveland, Ohio",,,MLB
10617,SF,ARI,1,2020,Oracle Park,"San Francisco, California",,,MLB
10618,OAK,HOU,1,2020,Oakland Coliseum,"Oakland, California",,,MLB
10619,SD,COL,1,2020,Petco Park,"San Diego, California",,,MLB
10620,STL,MIN,0,2020,Busch Stadium,"St. Louis, Missouri",,,MLB
10621,PHI,BOS,1,2020,Citizens Bank Park,"Philadelphia, Pennsylvania",,,MLB
10622,WSH,TB,1,2020,Nationals Park,"Washington, D.C.",,,MLB
10623,CLE,KC,0,2020,Progressive Field,"Cleveland, Ohio",,,MLB
10625,STL,MIN,1,2020,Busch Stadium,"St. Louis, Missouri",,,MLB
10627,PIT,CHW,1,2020,PNC Park,"Pittsburgh, Pennsylvania",,,MLB
10628,ATL,MIA,0,2020,Truist Park,"Atlanta, Georgia",,,MLB
10629,DET,MIL,1,2020,Comerica Park,"Detroit, Michigan",,,MLB
10630,NYM,BAL,0,2020,Citi Field,"Queens, New York",,,MLB
10631,PHI,BOS,0,2020,Citizens Bank Park,"Philadelphia, Pennsylvania",,,MLB
10632,TEX,LAA,1,2020,Globe Life Field,"Arlington, Texas",,,MLB
10633,CHC,CIN,1,2020,Wrigley Field,"Chicago, Illinois",,,MLB
10634,SD,COL,1,2020,Petco Park,"San Diego, California",,,MLB
10635,OAK,HOU,0,2020,Oakland Coliseum,"Oakland, California",,,MLB
10636,ARI,LAD,0,2020,Chase Field,"Phoenix, Arizona",,,MLB
10637,SF,SEA,1,2020,Oracle Park,"San Francisco, California",,,MLB
10638,DET,MIL,0,2020,Comerica Park,"Detroit, Michigan",,,MLB
10639,CLE,KC,0,2020,Progressive Field,"Cleveland, Ohio",,,MLB
10641,PIT,CHW,0,2020,PNC Park,"Pittsburgh, Pennsylvania",,,MLB
10642,ATL,MIA,1,2020,Truist Park,"Atlanta, Georgia",,,MLB
10643,NYM,BAL,1,2020,Citi Field,"Queens, New York",,,MLB
10644,TEX,LAA,1,2020,Globe Life Field,"Arlington, Texas",,,MLB
10645,SD,COL,1,2020,Petco Park,"San Diego, California",,,MLB
10646,CHC,CIN,0,2020,Wrigley Field,"Chicago, Illinois",,,MLB
10647,OAK,HOU,1,2020,Oakland Coliseum,"Oakland, California",,,MLB
10648,ARI,LAD,0,2020,Chase Field,"Phoenix, Arizona",,,MLB
10649,SF,SEA,1,2020,Oracle Park,"San Francisco, California",,,MLB
10650,STL,DET,1,2020,Busch Stadium,"St. Louis, Missouri",,,MLB
10651,OAK,HOU,1,2020,Oakland Coliseum,"Oakland, California",,,MLB
10652,TEX,LAA,0,2020,Globe Life Field,"Arlington, Texas",,,MLB
10653,STL,DET,0,2020,Busch Stadium,"St. Louis, Missouri",,,MLB
10654,WSH,ATL,0,2020,Nationals Park,"Washington, D.C.",,,MLB
10655,CLE,KC,0,2020,Progressive Field,"Cleveland, Ohio",,,MLB
10656,MIA,PHI,1,2020,Marlins Park,"Miami, Florida",,,MLB
10657,TB,BOS,0,2020,Tropicana Field,"St. Petersburg, Florida",,,MLB
10658,CHC,CIN,1,2020,Wrigley Field,"Chicago, Illinois",,,MLB
10659,SD,SF,1,2020,Petco Park,"San Diego, California",,,MLB
10660,ARI,LAD,1,2020,Chase Field,"Phoenix, Arizona",,,MLB
10661,NYY,BAL,1,2020,Yankee Stadium,"Bronx, New York",,,MLB
10662,MIA,PHI,0,2020,Marlins Park,"Miami, Florida",,,MLB
10663,WSH,ATL,1,2020,Nationals Park,"Washington, D.C.",,,MLB
10665,TB,BOS,1,2020,Tropicana Field,"St. Petersburg, Florida",,,MLB
10666,NYY,BAL,1,2020,Yankee Stadium,"Bronx, New York",,,MLB
10667,KC,PIT,1,2020,Kauffman Stadium,"Kansas City, Missouri",,,MLB
10668,TEX,OAK,0,2020,Globe Life Field,"Arlington, Texas",,,MLB
10669,CHW,DET,1,2020,Guaranteed Rate Field,"Chicago, Illinois",,,MLB
10670,MIL,CHC,1,2020,Miller Park,"Milwaukee, Wisconsin",,,MLB
10671,MIN,CLE,1,2020,Target Field,"Minneapolis, Minnesota",,,MLB
10672,STL,CIN,0,2020,Busch Stadium,"St. Louis, Missouri",,,MLB
10673,MIA,PHI,1,2020,Marlins Park,"Miami, Florida",,,MLB
10674,COL,LAA,1,2020,Coors Field,"Denver, Colorado",,,MLB
10675,ARI,SEA,1,2020,Chase Field,"Phoenix, Arizona",,,MLB
10676,NYY,BAL,1,2020,Yankee Stadium,"Bronx, New York",,,MLB
10677,TEX,OAK,1,2020,Globe Life Field,"Arlington, Texas",,,MLB
10678,WSH,ATL,0,2020,Nationals Park,"Washington, D.C.",,,MLB
10679,MIA,PHI,0,2020,Marlins Park,"Miami, Florida",,,MLB
10681,TB,BOS,1,2020,Tropicana Field,"St. Petersburg, Florida",,,MLB
10682,CHW,DET,1,2020,Guaranteed Rate Field,"Chicago, Illinois",,,MLB
10683,MIL,CHC,0,2020,Miller Park,"Milwaukee, Wisconsin",,,MLB
10684,KC,PIT,1,2020,Kauffman Stadium,"Kansas City, Missouri",,,MLB
10685,TEX,OAK,0,2020,Globe Life Field,"Arlington, Texas",,,MLB
10686,LAD,HOU,0,2020,Dodger Stadium,"Los Angeles, California",,,MLB
10687,MIN,CLE,1,2020,Target Field,"Minneapolis, Minnesota",,,MLB
10688,ARI,SEA,0,2020,Chase Field,"Phoenix, Arizona",,,MLB
10689,COL,LAA,0,2020,Coors Field,"Denver, Colorado",,,MLB
10690,STL,CIN,1,2020,Busch Stadium,"St. Louis, Missouri",,,MLB
10691,WSH,ATL,0,2020,Nationals Park,"Washington, D.C.",,,MLB
10692,NYY,BAL,1,2020,Yankee Stadium,"Bronx, New York",,,MLB
10693,MIA,PHI,1,2020,Marlins Park,"Miami, Florida",,,MLB
10694,TB,BOS,0,2020,Tropicana Field,"St. Petersburg, Florida",,,MLB
10695,KC,PIT,1,2020,Kauffman Stadium,"Kansas City, Missouri",,,MLB
10696,CHW,DET,1,2020,Guaranteed Rate Field,"Chicago, Illinois",,,MLB
10697,MIL,CHC,0,2020,Miller Park,"Milwaukee, Wisconsin",,,MLB
10698,MIN,CLE,1,2020,Target Field,"Minneapolis, Minnesota",,,MLB
10699,STL,CIN,0,2020,Busch Stadium,"St. Louis, Missouri",,,MLB
10700,TEX,OAK,1,2020,Globe Life Field,"Arlington, Texas",,,MLB
10702,COL,LAA,0,2020,Coors Field,"Denver, Colorado",,,MLB
10703,MIA,PHI,1,2020,Marlins Park,"Miami, Florida",,,MLB
10704,ARI,SEA,0,2020,Chase Field,"Phoenix, Arizona",,,MLB
10705,SD,SF,1,2020,Petco Park,"San Diego, California",,,MLB
10706,SD,SF,1,2020,Petco Park,"San Diego, California",,,MLB
10707,LAD,HOU,1,2020,Dodger Stadium,"Los Angeles, California",,,MLB
10708,CIN,PIT,1,2020,Great American Ball Park,"Cincinnati, Ohio",,,MLB
10709,MIA,PHI,1,2020,Marlins Park,"Miami, Florida",,,MLB
10710,MIL,STL,1,2020,Miller Park,"Milwaukee, Wisconsin",,,MLB
10711,SEA,OAK,1,2020,T-Mobile Park,"Seattle, Washington",,,MLB
10712,CIN,PIT,1,2020,Great American Ball Park,"Cincinnati, Ohio",,,MLB
10713,BAL,ATL,1,2020,Oriole Park at Camden Yards,"Baltimore, Maryland",,,MLB
10714,CHW,MIN,1,2020,Guaranteed Rate Field,"Chicago, Illinois",,,MLB
10715,SEA,OAK,0,2020,T-Mobile Park,"Seattle, Washington",,,MLB
10716,MIL,STL,0,2020,Miller Park,"Milwaukee, Wisconsin",,,MLB
10717,SD,LAD,1,2020,Petco Park,"San Diego, California",,,MLB
10718,MIA,BOS,0,2020,Marlins Park,"Miami, Florida",,,MLB
10719,CIN,PIT,1,2020,Great American Ball Park,"Cincinnati, Ohio",,,MLB
10720,TB,WSH,1,2020,Tropicana Field,"St. Petersburg, Florida",,,MLB
10721,NYY,TOR,1,2020,Yankee Stadium,"Bronx, New York",,,MLB
