home_team_name,away_team_name,home_wins,year,stadium_name,city,attendance,capacity,league
KC,TOR,0,2019,Kauffman Stadium,"Kansas City, Missouri","18,306",,MLB
COL,LAD,1,2019,Coors Field,"Denver, Colorado","43,574",,MLB
LAA,DET,0,2019,Angel Stadium,"Anaheim, California","35,457",,MLB
SD,BAL,1,2019,Petco Park,"San Diego, California","34,290",,MLB
SD,BAL,0,2019,Petco Park,"San Diego, California","30,286",,MLB
WSH,ATL,0,2019,Nationals Park,"Washington, D.C.","26,566",,MLB
NYY,ARI,0,2019,Yankee Stadium,"Bronx, New York","47,281",,MLB
PHI,SF,1,2019,Citizens Bank Park,"Philadelphia, Pennsylvania","32,217",,MLB
CLE,HOU,0,2019,Progressive Field,"Cleveland, Ohio","21,589",,MLB
BOS,TB,0,2019,Fenway Park,"Boston, Massachusetts","36,412",,MLB
MIA,MIN,0,2019,Marlins Park,"Miami, Florida","8,064",,MLB
CIN,PIT,0,2019,Great American Ball Park,"Cincinnati, Ohio","18,786",,MLB
TEX,SEA,0,2019,Globe Life Park in Arlington,"Arlington, Texas","20,599",,MLB
CHW,NYM,0,2019,Guaranteed Rate Field,"Chicago, Illinois","15,947",,MLB
STL,CHC,1,2019,Busch Stadium,"St. Louis, Missouri","46,123",,MLB
KC,TOR,0,2019,Kauffman Stadium,"Kansas City, Missouri","18,379",,MLB
COL,LAD,0,2019,Coors Field,"Denver, Colorado","45,300",,MLB
LAA,DET,1,2019,Angel Stadium,"Anaheim, California","33,907",,MLB
OAK,MIL,1,2019,Oakland Coliseum,"Oakland, California","17,291",,MLB
WSH,ATL,0,2019,Nationals Park,"Washington, D.C.","31,576",,MLB
CIN,PIT,1,2019,Great American Ball Park,"Cincinnati, Ohio","20,886",,MLB
NYY,ARI,1,2019,Yankee Stadium,"Bronx, New York","43,979",,MLB
KC,TOR,0,2019,Kauffman Stadium,"Kansas City, Missouri","14,480",,MLB
COL,LAD,0,2019,Coors Field,"Denver, Colorado","42,025",,MLB
LAA,DET,0,2019,Angel Stadium,"Anaheim, California","37,511",,MLB
PHI,SF,0,2019,Citizens Bank Park,"Philadelphia, Pennsylvania","31,313",,MLB
CLE,HOU,1,2019,Progressive Field,"Cleveland, Ohio","23,961",,MLB
BOS,TB,0,2019,Fenway Park,"Boston, Massachusetts","33,046",,MLB
MIA,MIN,0,2019,Marlins Park,"Miami, Florida","8,567",,MLB
STL,CHC,0,2019,Busch Stadium,"St. Louis, Missouri","43,750",,MLB
TEX,SEA,1,2019,Globe Life Park in Arlington,"Arlington, Texas","22,539",,MLB
CHW,NYM,0,2019,Guaranteed Rate Field,"Chicago, Illinois","25,812",,MLB
OAK,MIL,0,2019,Oakland Coliseum,"Oakland, California","14,864",,MLB
MIA,MIN,1,2019,Marlins Park,"Miami, Florida","10,390",,MLB
PHI,SF,1,2019,Citizens Bank Park,"Philadelphia, Pennsylvania","28,524",,MLB
CHW,NYM,0,2019,Guaranteed Rate Field,"Chicago, Illinois","23,477",,MLB
OAK,MIL,1,2019,Oakland Coliseum,"Oakland, California","17,029",,MLB
BAL,TOR,0,2019,Oriole Park at Camden Yards,"Baltimore, Maryland","9,716",,MLB
CLE,HOU,0,2019,Progressive Field,"Cleveland, Ohio","21,536",,MLB
BOS,TB,0,2019,Fenway Park,"Boston, Massachusetts","37,225",,MLB
STL,CHC,1,2019,Busch Stadium,"St. Louis, Missouri","46,811",,MLB
ATL,CIN,1,2019,Truist Park,"Atlanta, Georgia","28,677",,MLB
LAD,SD,1,2019,Dodger Stadium,"Los Angeles, California","53,181",,MLB
CHC,MIL,1,2019,Wrigley Field,"Chicago, Illinois","41,424",,MLB
NYY,BOS,1,2019,Yankee Stadium,"Bronx, New York","46,932",,MLB
PHI,CHW,0,2019,Citizens Bank Park,"Philadelphia, Pennsylvania","26,635",,MLB
PIT,NYM,1,2019,PNC Park,"Pittsburgh, Pennsylvania","24,311",,MLB
BAL,TOR,0,2019,Oriole Park at Camden Yards,"Baltimore, Maryland","16,331",,MLB
CLE,LAA,1,2019,Progressive Field,"Cleveland, Ohio","28,386",,MLB
ATL,CIN,0,2019,Truist Park,"Atlanta, Georgia","37,743",,MLB
TEX,DET,1,2019,Globe Life Park in Arlington,"Arlington, Texas","26,884",,MLB
HOU,SEA,1,2019,Minute Maid Park,"Houston, Texas","41,444",,MLB
MIN,KC,1,2019,Target Field,"Minneapolis, Minnesota","32,431",,MLB
COL,SF,1,2019,Coors Field,"Denver, Colorado","40,672",,MLB
ARI,WSH,0,2019,Chase Field,"Phoenix, Arizona","24,298",,MLB
LAD,SD,0,2019,Dodger Stadium,"Los Angeles, California","50,780",,MLB
NYY,BOS,1,2019,Yankee Stadium,"Bronx, New York","46,625",,MLB
CHC,MIL,1,2019,Wrigley Field,"Chicago, Illinois","41,186",,MLB
TB,MIA,1,2019,Tropicana Field,"St. Petersburg, Florida","14,092",,MLB
PHI,CHW,1,2019,Citizens Bank Park,"Philadelphia, Pennsylvania","32,647",,MLB
PIT,NYM,0,2019,PNC Park,"Pittsburgh, Pennsylvania","37,335",,MLB
BAL,TOR,1,2019,Oriole Park at Camden Yards,"Baltimore, Maryland","12,951",,MLB
NYY,BOS,1,2019,Yankee Stadium,"Bronx, New York","48,101",,MLB
CLE,LAA,1,2019,Progressive Field,"Cleveland, Ohio","31,222",,MLB
MIN,KC,1,2019,Target Field,"Minneapolis, Minnesota","36,823",,MLB
HOU,SEA,1,2019,Minute Maid Park,"Houston, Texas","37,059",,MLB
ATL,CIN,1,2019,Truist Park,"Atlanta, Georgia","42,085",,MLB
TEX,DET,1,2019,Globe Life Park in Arlington,"Arlington, Texas","30,292",,MLB
ARI,WSH,1,2019,Chase Field,"Phoenix, Arizona","33,966",,MLB
COL,SF,0,2019,Coors Field,"Denver, Colorado","47,540",,MLB
OAK,STL,1,2019,Oakland Coliseum,"Oakland, California","24,851",,MLB
LAD,SD,1,2019,Dodger Stadium,"Los Angeles, California","54,010",,MLB
PHI,CHW,0,2019,Citizens Bank Park,"Philadelphia, Pennsylvania","31,562",,MLB
BAL,TOR,1,2019,Oriole Park at Camden Yards,"Baltimore, Maryland","18,837",,MLB
CLE,LAA,1,2019,Progressive Field,"Cleveland, Ohio","26,099",,MLB
TB,MIA,1,2019,Tropicana Field,"St. Petersburg, Florida","14,819",,MLB
ATL,CIN,0,2019,Truist Park,"Atlanta, Georgia","33,083",,MLB
PIT,NYM,0,2019,PNC Park,"Pittsburgh, Pennsylvania","22,716",,MLB
HOU,SEA,1,2019,Minute Maid Park,"Houston, Texas","39,667",,MLB
MIN,KC,1,2019,Target Field,"Minneapolis, Minnesota","30,171",,MLB
CHC,MIL,1,2019,Wrigley Field,"Chicago, Illinois","40,466",,MLB
TEX,DET,1,2019,Globe Life Park in Arlington,"Arlington, Texas","18,531",,MLB
COL,SF,1,2019,Coors Field,"Denver, Colorado","40,084",,MLB
OAK,STL,1,2019,Oakland Coliseum,"Oakland, California","24,603",,MLB
LAD,SD,1,2019,Dodger Stadium,"Los Angeles, California","44,110",,MLB
ARI,WSH,1,2019,Chase Field,"Phoenix, Arizona","22,976",,MLB
NYY,BOS,1,2019,Yankee Stadium,"Bronx, New York","47,267",,MLB
NYM,MIA,1,2019,Citi Field,"Queens, New York",,,MLB
PIT,MIL,0,2019,PNC Park,"Pittsburgh, Pennsylvania","11,208",,MLB
BAL,NYY,0,2019,Oriole Park at Camden Yards,"Baltimore, Maryland","20,151",,MLB
DET,CHW,0,2019,Comerica Park,"Detroit, Michigan","16,942",,MLB
BOS,KC,1,2019,Fenway Park,"Boston, Massachusetts","33,636",,MLB
NYM,MIA,1,2019,Citi Field,"Queens, New York","29,645",,MLB
CLE,TEX,0,2019,Progressive Field,"Cleveland, Ohio","17,690",,MLB
TB,TOR,0,2019,Tropicana Field,"St. Petersburg, Florida","11,948",,MLB
CIN,LAA,1,2019,Great American Ball Park,"Cincinnati, Ohio","21,895",,MLB
CHC,OAK,1,2019,Wrigley Field,"Chicago, Illinois","40,721",,MLB
MIN,ATL,1,2019,Target Field,"Minneapolis, Minnesota","26,722",,MLB
ARI,PHI,0,2019,Chase Field,"Phoenix, Arizona","18,319",,MLB
SF,WSH,0,2019,Oracle Park,"San Francisco, California","32,366",,MLB
LAD,STL,1,2019,Dodger Stadium,"Los Angeles, California","45,254",,MLB
DET,CHW,0,2019,Comerica Park,"Detroit, Michigan","18,455",,MLB
PIT,MIL,0,2019,PNC Park,"Pittsburgh, Pennsylvania","13,965",,MLB
BAL,NYY,0,2019,Oriole Park at Camden Yards,"Baltimore, Maryland","17,201",,MLB
DET,CHW,1,2019,Comerica Park,"Detroit, Michigan","16,367",,MLB
BOS,KC,0,2019,Fenway Park,"Boston, Massachusetts","36,360",,MLB
NYM,MIA,1,2019,Citi Field,"Queens, New York","27,479",,MLB
TB,TOR,1,2019,Tropicana Field,"St. Petersburg, Florida","9,434",,MLB
CIN,LAA,1,2019,Great American Ball Park,"Cincinnati, Ohio","19,288",,MLB
CHC,OAK,0,2019,Wrigley Field,"Chicago, Illinois","40,627",,MLB
HOU,COL,1,2019,Minute Maid Park,"Houston, Texas","43,243",,MLB
MIN,ATL,0,2019,Target Field,"Minneapolis, Minnesota","36,721",,MLB
ARI,PHI,1,2019,Chase Field,"Phoenix, Arizona","17,446",,MLB
SF,WSH,0,2019,Oracle Park,"San Francisco, California","31,628",,MLB
LAD,STL,1,2019,Dodger Stadium,"Los Angeles, California","53,070",,MLB
SEA,SD,0,2019,T-Mobile Park,"Seattle, Washington","24,020",,MLB
NYM,MIA,1,2019,Citi Field,"Queens, New York","26,349",,MLB
DET,CHW,0,2019,Comerica Park,"Detroit, Michigan","17,444",,MLB
CLE,TEX,1,2019,Progressive Field,"Cleveland, Ohio",,,MLB
TB,TOR,0,2019,Tropicana Field,"St. Petersburg, Florida","10,299",,MLB
MIN,ATL,0,2019,Target Field,"Minneapolis, Minnesota","35,682",,MLB
HOU,COL,1,2019,Minute Maid Park,"Houston, Texas","35,566",,MLB
CHC,OAK,1,2019,Wrigley Field,"Chicago, Illinois","41,179",,MLB
LAD,STL,1,2019,Dodger Stadium,"Los Angeles, California","48,994",,MLB
SF,WSH,0,2019,Oracle Park,"San Francisco, California","30,958",,MLB
CLE,TEX,1,2019,Progressive Field,"Cleveland, Ohio","24,888",,MLB
SEA,SD,1,2019,T-Mobile Park,"Seattle, Washington","20,142",,MLB
PIT,MIL,0,2019,PNC Park,"Pittsburgh, Pennsylvania","12,885",,MLB
BAL,NYY,0,2019,Oriole Park at Camden Yards,"Baltimore, Maryland","16,299",,MLB
BOS,KC,1,2019,Fenway Park,"Boston, Massachusetts","41,578",,MLB
ARI,PHI,1,2019,Chase Field,"Phoenix, Arizona","18,140",,MLB
TOR,NYY,0,2019,Rogers Centre,"Toronto, Ontario","34,108",,MLB
BOS,LAA,1,2019,Fenway Park,"Boston, Massachusetts","34,744",,MLB
DET,KC,1,2019,Comerica Park,"Detroit, Michigan","17,197",,MLB
MIA,ATL,1,2019,Marlins Park,"Miami, Florida","8,948",,MLB
CIN,CHC,0,2019,Great American Ball Park,"Cincinnati, Ohio","20,111",,MLB
MIN,CLE,0,2019,Target Field,"Minneapolis, Minnesota","32,517",,MLB
SF,PHI,1,2019,Oracle Park,"San Francisco, California","37,667",,MLB
SD,COL,1,2019,Petco Park,"San Diego, California","27,806",,MLB
CHW,OAK,0,2019,Guaranteed Rate Field,"Chicago, Illinois","18,318",,MLB
BAL,HOU,0,2019,Oriole Park at Camden Yards,"Baltimore, Maryland","19,407",,MLB
TOR,NYY,1,2019,Rogers Centre,"Toronto, Ontario","25,782",,MLB
BOS,LAA,1,2019,Fenway Park,"Boston, Massachusetts","36,650",,MLB
DET,KC,1,2019,Comerica Park,"Detroit, Michigan","21,475",,MLB
NYM,WSH,1,2019,Citi Field,"Queens, New York","39,602",,MLB
MIA,ATL,0,2019,Marlins Park,"Miami, Florida","8,057",,MLB
CIN,CHC,1,2019,Great American Ball Park,"Cincinnati, Ohio","31,569",,MLB
MIL,TEX,1,2019,Miller Park,"Milwaukee, Wisconsin","35,294",,MLB
MIN,CLE,0,2019,Target Field,"Minneapolis, Minnesota","36,641",,MLB
STL,PIT,1,2019,Busch Stadium,"St. Louis, Missouri","42,757",,MLB
LAD,ARI,0,2019,Dodger Stadium,"Los Angeles, California","49,538",,MLB
SD,COL,1,2019,Petco Park,"San Diego, California","27,882",,MLB
SEA,TB,0,2019,T-Mobile Park,"Seattle, Washington","26,774",,MLB
SF,PHI,0,2019,Oracle Park,"San Francisco, California","36,275",,MLB
TOR,NYY,1,2019,Rogers Centre,"Toronto, Ontario","33,903",,MLB
BOS,LAA,0,2019,Fenway Park,"Boston, Massachusetts","36,390",,MLB
SF,PHI,1,2019,Oracle Park,"San Francisco, California","39,106",,MLB
DET,KC,0,2019,Comerica Park,"Detroit, Michigan","26,028",,MLB
MIA,ATL,1,2019,Marlins Park,"Miami, Florida","29,720",,MLB
BAL,HOU,0,2019,Oriole Park at Camden Yards,"Baltimore, Maryland","21,903",,MLB
MIN,CLE,1,2019,Target Field,"Minneapolis, Minnesota","35,268",,MLB
CHW,OAK,1,2019,Guaranteed Rate Field,"Chicago, Illinois","27,026",,MLB
MIL,TEX,1,2019,Miller Park,"Milwaukee, Wisconsin","41,903",,MLB
NYM,WSH,1,2019,Citi Field,"Queens, New York","43,875",,MLB
CIN,CHC,1,2019,Great American Ball Park,"Cincinnati, Ohio","39,866",,MLB
STL,PIT,1,2019,Busch Stadium,"St. Louis, Missouri","45,026",,MLB
SD,COL,1,2019,Petco Park,"San Diego, California","42,564",,MLB
LAD,ARI,1,2019,Dodger Stadium,"Los Angeles, California","52,606",,MLB
SEA,TB,0,2019,T-Mobile Park,"Seattle, Washington","33,895",,MLB
BOS,LAA,0,2019,Fenway Park,"Boston, Massachusetts","36,709",,MLB
BAL,HOU,1,2019,Oriole Park at Camden Yards,"Baltimore, Maryland","17,979",,MLB
TOR,NYY,0,2019,Rogers Centre,"Toronto, Ontario","27,790",,MLB
DET,KC,0,2019,Comerica Park,"Detroit, Michigan","19,790",,MLB
NYM,WSH,0,2019,Citi Field,"Queens, New York","41,000",,MLB
MIA,ATL,0,2019,Marlins Park,"Miami, Florida","12,338",,MLB
CIN,CHC,0,2019,Great American Ball Park,"Cincinnati, Ohio","31,929",,MLB
CHW,OAK,0,2019,Guaranteed Rate Field,"Chicago, Illinois","30,951",,MLB
MIL,TEX,0,2019,Miller Park,"Milwaukee, Wisconsin","44,411",,MLB
MIN,CLE,0,2019,Target Field,"Minneapolis, Minnesota","37,849",,MLB
STL,PIT,1,2019,Busch Stadium,"St. Louis, Missouri","43,912",,MLB
SD,COL,0,2019,Petco Park,"San Diego, California","28,930",,MLB
LAD,ARI,1,2019,Dodger Stadium,"Los Angeles, California","44,619",,MLB
SEA,TB,0,2019,T-Mobile Park,"Seattle, Washington","24,219",,MLB
SF,PHI,1,2019,Oracle Park,"San Francisco, California","36,637",,MLB
NYY,BAL,1,2019,Yankee Stadium,"Bronx, New York","42,843",,MLB
CLE,BOS,1,2019,Progressive Field,"Cleveland, Ohio","24,770",,MLB
NYY,BAL,1,2019,Yankee Stadium,"Bronx, New York","40,354",,MLB
WSH,CIN,1,2019,Nationals Park,"Washington, D.C.","22,394",,MLB
TOR,TEX,1,2019,Rogers Centre,"Toronto, Ontario","16,492",,MLB
COL,ARI,0,2019,Coors Field,"Denver, Colorado","32,160",,MLB
LAA,PIT,0,2019,Angel Stadium,"Anaheim, California","33,527",,MLB
SD,TB,0,2019,Petco Park,"San Diego, California","21,301",,MLB
CHW,HOU,0,2019,Guaranteed Rate Field,"Chicago, Illinois",,,MLB
NYY,BAL,1,2019,Yankee Stadium,"Bronx, New York","41,284",,MLB
WSH,CIN,1,2019,Nationals Park,"Washington, D.C.","30,130",,MLB
PHI,CHC,1,2019,Citizens Bank Park,"Philadelphia, Pennsylvania","26,442",,MLB
TOR,TEX,1,2019,Rogers Centre,"Toronto, Ontario","22,958",,MLB
CLE,BOS,0,2019,Progressive Field,"Cleveland, Ohio","26,662",,MLB
DET,SEA,0,2019,Comerica Park,"Detroit, Michigan","16,195",,MLB
MIA,LAD,0,2019,Marlins Park,"Miami, Florida","8,729",,MLB
ATL,NYM,1,2019,Truist Park,"Atlanta, Georgia","27,627",,MLB
MIL,MIN,0,2019,Miller Park,"Milwaukee, Wisconsin","44,331",,MLB
KC,STL,0,2019,Kauffman Stadium,"Kansas City, Missouri","23,563",,MLB
COL,ARI,0,2019,Coors Field,"Denver, Colorado","31,815",,MLB
CHW,HOU,1,2019,Guaranteed Rate Field,"Chicago, Illinois","19,559",,MLB
SF,OAK,1,2019,Oracle Park,"San Francisco, California","36,663",,MLB
LAA,PIT,0,2019,Angel Stadium,"Anaheim, California","33,568",,MLB
SD,TB,0,2019,Petco Park,"San Diego, California","25,261",,MLB
TOR,TEX,0,2019,Rogers Centre,"Toronto, Ontario","34,666",,MLB
NYY,BAL,1,2019,Yankee Stadium,"Bronx, New York","43,909",,MLB
CLE,BOS,0,2019,Progressive Field,"Cleveland, Ohio","29,535",,MLB
CHW,HOU,1,2019,Guaranteed Rate Field,"Chicago, Illinois","18,899",,MLB
MIL,MIN,1,2019,Miller Park,"Milwaukee, Wisconsin","41,077",,MLB
COL,ARI,1,2019,Coors Field,"Denver, Colorado","32,247",,MLB
SD,TB,1,2019,Petco Park,"San Diego, California","22,886",,MLB
SF,OAK,0,2019,Oracle Park,"San Francisco, California","39,511",,MLB
WSH,CIN,1,2019,Nationals Park,"Washington, D.C.","23,596",,MLB
PHI,CHC,1,2019,Citizens Bank Park,"Philadelphia, Pennsylvania","27,204",,MLB
DET,SEA,1,2019,Comerica Park,"Detroit, Michigan","17,132",,MLB
MIA,LAD,0,2019,Marlins Park,"Miami, Florida","8,810",,MLB
ATL,NYM,1,2019,Truist Park,"Atlanta, Georgia","23,582",,MLB
LAA,PIT,1,2019,Angel Stadium,"Anaheim, California","33,542",,MLB
KC,STL,0,2019,Kauffman Stadium,"Kansas City, Missouri","22,494",,MLB
DET,SEA,0,2019,Comerica Park,"Detroit, Michigan","19,440",,MLB
MIA,LAD,1,2019,Marlins Park,"Miami, Florida","8,471",,MLB
NYY,CLE,0,2019,Yankee Stadium,"Bronx, New York","44,654",,MLB
PHI,CHC,1,2019,Citizens Bank Park,"Philadelphia, Pennsylvania","37,064",,MLB
CIN,STL,1,2019,Great American Ball Park,"Cincinnati, Ohio","14,891",,MLB
ATL,NYM,0,2019,Truist Park,"Atlanta, Georgia","25,424",,MLB
TEX,MIN,0,2019,Globe Life Park in Arlington,"Arlington, Texas","20,494",,MLB
ARI,SF,0,2019,Chase Field,"Phoenix, Arizona","19,037",,MLB
LAA,CHW,1,2019,Angel Stadium,"Anaheim, California","33,533",,MLB
OAK,HOU,1,2019,Oakland Coliseum,"Oakland, California","15,323",,MLB
NYY,CLE,1,2019,Yankee Stadium,"Bronx, New York","45,015",,MLB
WSH,MIL,1,2019,Nationals Park,"Washington, D.C.","30,091",,MLB
PIT,CHC,1,2019,PNC Park,"Pittsburgh, Pennsylvania","29,746",,MLB
PHI,SD,1,2019,Citizens Bank Park,"Philadelphia, Pennsylvania","26,084",,MLB
TOR,SEA,1,2019,Rogers Centre,"Toronto, Ontario","20,844",,MLB
BOS,BAL,1,2019,Fenway Park,"Boston, Massachusetts","37,213",,MLB
TB,DET,0,2019,Tropicana Field,"St. Petersburg, Florida","13,717",,MLB
CIN,STL,0,2019,Great American Ball Park,"Cincinnati, Ohio","24,118",,MLB
ATL,LAD,0,2019,Truist Park,"Atlanta, Georgia","41,413",,MLB
TEX,MIN,0,2019,Globe Life Park in Arlington,"Arlington, Texas","24,742",,MLB
KC,NYM,1,2019,Kauffman Stadium,"Kansas City, Missouri","21,439",,MLB
COL,MIA,1,2019,Coors Field,"Denver, Colorado","35,018",,MLB
ARI,SF,0,2019,Chase Field,"Phoenix, Arizona","23,642",,MLB
LAA,CHW,0,2019,Angel Stadium,"Anaheim, California","39,206",,MLB
OAK,HOU,1,2019,Oakland Coliseum,"Oakland, California","22,768",,MLB
NYY,CLE,1,2019,Yankee Stadium,"Bronx, New York","47,347",,MLB
PIT,CHC,0,2019,PNC Park,"Pittsburgh, Pennsylvania","28,359",,MLB
TOR,SEA,0,2019,Rogers Centre,"Toronto, Ontario","22,073",,MLB
OAK,HOU,1,2019,Oakland Coliseum,"Oakland, California","21,428",,MLB
TB,DET,1,2019,Tropicana Field,"St. Petersburg, Florida","17,228",,MLB
CIN,STL,1,2019,Great American Ball Park,"Cincinnati, Ohio","37,698",,MLB
WSH,MIL,0,2019,Nationals Park,"Washington, D.C.","36,953",,MLB
PHI,SD,0,2019,Citizens Bank Park,"Philadelphia, Pennsylvania","31,332",,MLB
BOS,BAL,1,2019,Fenway Park,"Boston, Massachusetts","36,744",,MLB
KC,NYM,0,2019,Kauffman Stadium,"Kansas City, Missouri","28,697",,MLB
ATL,LAD,1,2019,Truist Park,"Atlanta, Georgia","43,619",,MLB
TEX,MIN,0,2019,Globe Life Park in Arlington,"Arlington, Texas","30,136",,MLB
ARI,SF,0,2019,Chase Field,"Phoenix, Arizona","35,366",,MLB
COL,MIA,1,2019,Coors Field,"Denver, Colorado","40,199",,MLB
LAA,CHW,1,2019,Angel Stadium,"Anaheim, California","39,419",,MLB
BOS,BAL,1,2019,Fenway Park,"Boston, Massachusetts","36,350",,MLB
NYY,CLE,0,2019,Yankee Stadium,"Bronx, New York","45,682",,MLB
PHI,SD,0,2019,Citizens Bank Park,"Philadelphia, Pennsylvania","36,210",,MLB
TOR,SEA,0,2019,Rogers Centre,"Toronto, Ontario","23,604",,MLB
TB,DET,1,2019,Tropicana Field,"St. Petersburg, Florida","16,634",,MLB
CIN,STL,0,2019,Great American Ball Park,"Cincinnati, Ohio","21,525",,MLB
ATL,LAD,1,2019,Truist Park,"Atlanta, Georgia","37,617",,MLB
WSH,MIL,1,2019,Nationals Park,"Washington, D.C.","30,571",,MLB
KC,NYM,0,2019,Kauffman Stadium,"Kansas City, Missouri","20,661",,MLB
TEX,MIN,0,2019,Globe Life Park in Arlington,"Arlington, Texas","18,500",,MLB
COL,MIA,1,2019,Coors Field,"Denver, Colorado","38,181",,MLB
LAA,CHW,1,2019,Angel Stadium,"Anaheim, California","35,436",,MLB
OAK,HOU,0,2019,Oakland Coliseum,"Oakland, California","22,372",,MLB
ARI,SF,1,2019,Chase Field,"Phoenix, Arizona","26,079",,MLB
BAL,KC,0,2019,Oriole Park at Camden Yards,"Baltimore, Maryland","11,659",,MLB
PIT,WSH,0,2019,PNC Park,"Pittsburgh, Pennsylvania","11,284",,MLB
TB,SEA,0,2019,Tropicana Field,"St. Petersburg, Florida","9,152",,MLB
CIN,SD,0,2019,Great American Ball Park,"Cincinnati, Ohio","10,176",,MLB
STL,MIL,1,2019,Busch Stadium,"St. Louis, Missouri","44,843",,MLB
TEX,LAA,1,2019,Globe Life Park in Arlington,"Arlington, Texas","17,326",,MLB
HOU,DET,1,2019,Minute Maid Park,"Houston, Texas","40,499",,MLB
MIN,CHW,0,2019,Target Field,"Minneapolis, Minnesota","25,564",,MLB
ARI,COL,1,2019,Chase Field,"Phoenix, Arizona","15,443",,MLB
TEX,LAA,0,2019,Globe Life Park in Arlington,"Arlington, Texas","17,429",,MLB
BAL,KC,1,2019,Oriole Park at Camden Yards,"Baltimore, Maryland","11,826",,MLB
PIT,WSH,1,2019,PNC Park,"Pittsburgh, Pennsylvania","10,449",,MLB
NYM,CLE,1,2019,Citi Field,"Queens, New York","33,800",,MLB
BOS,PHI,0,2019,Fenway Park,"Boston, Massachusetts","37,712",,MLB
TB,SEA,0,2019,Tropicana Field,"St. Petersburg, Florida","7,455",,MLB
CIN,SD,1,2019,Great American Ball Park,"Cincinnati, Ohio","12,468",,MLB
ATL,MIA,1,2019,Truist Park,"Atlanta, Georgia","21,271",,MLB
STL,MIL,1,2019,Busch Stadium,"St. Louis, Missouri","37,823",,MLB
TEX,LAA,1,2019,Globe Life Park in Arlington,"Arlington, Texas","15,638",,MLB
CHC,SF,1,2019,Wrigley Field,"Chicago, Illinois","36,969",,MLB
HOU,DET,1,2019,Minute Maid Park,"Houston, Texas","30,143",,MLB
MIN,CHW,1,2019,Target Field,"Minneapolis, Minnesota","26,798",,MLB
ARI,COL,1,2019,Chase Field,"Phoenix, Arizona","17,691",,MLB
OAK,NYY,1,2019,Oakland Coliseum,"Oakland, California","21,471",,MLB
LAD,TOR,1,2019,Dodger Stadium,"Los Angeles, California","52,030",,MLB
CIN,SD,1,2019,Great American Ball Park,"Cincinnati, Ohio","13,397",,MLB
TB,SEA,1,2019,Tropicana Field,"St. Petersburg, Florida","7,827",,MLB
MIN,CHW,0,2019,Target Field,"Minneapolis, Minnesota","31,389",,MLB
ARI,COL,0,2019,Chase Field,"Phoenix, Arizona","17,707",,MLB
TEX,LAA,1,2019,Globe Life Park in Arlington,"Arlington, Texas","19,565",,MLB
BAL,KC,1,2019,Oriole Park at Camden Yards,"Baltimore, Maryland","9,872",,MLB
PIT,WSH,0,2019,PNC Park,"Pittsburgh, Pennsylvania","10,577",,MLB
NYM,CLE,1,2019,Citi Field,"Queens, New York","28,349",,MLB
BOS,PHI,0,2019,Fenway Park,"Boston, Massachusetts","37,077",,MLB
ATL,MIA,1,2019,Truist Park,"Atlanta, Georgia","23,537",,MLB
STL,MIL,0,2019,Busch Stadium,"St. Louis, Missouri","40,250",,MLB
CHC,SF,1,2019,Wrigley Field,"Chicago, Illinois","38,619",,MLB
HOU,DET,0,2019,Minute Maid Park,"Houston, Texas","29,567",,MLB
OAK,NYY,1,2019,Oakland Coliseum,"Oakland, California","22,017",,MLB
LAD,TOR,1,2019,Dodger Stadium,"Los Angeles, California","44,106",,MLB
BOS,KC,1,2019,Fenway Park,"Boston, Massachusetts","41,578",,MLB
CHC,SF,1,2019,Wrigley Field,"Chicago, Illinois","36,366",,MLB
BAL,TB,0,2019,Oriole Park at Camden Yards,"Baltimore, Maryland","8,153",,MLB
PIT,WSH,0,2019,PNC Park,"Pittsburgh, Pennsylvania","10,587",,MLB
NYM,CLE,1,2019,Citi Field,"Queens, New York","30,998",,MLB
ATL,MIA,1,2019,Truist Park,"Atlanta, Georgia","23,967",,MLB
STL,COL,1,2019,Busch Stadium,"St. Louis, Missouri","36,465",,MLB
HOU,DET,1,2019,Minute Maid Park,"Houston, Texas","27,220",,MLB
CHW,TEX,1,2019,Guaranteed Rate Field,"Chicago, Illinois","18,563",,MLB
OAK,NYY,1,2019,Oakland Coliseum,"Oakland, California","24,758",,MLB
LAD,TOR,1,2019,Dodger Stadium,"Los Angeles, California","49,796",,MLB
CHC,WSH,0,2019,Wrigley Field,"Chicago, Illinois","39,889",,MLB
PIT,CIN,1,2019,PNC Park,"Pittsburgh, Pennsylvania","20,091",,MLB
BAL,TB,0,2019,Oriole Park at Camden Yards,"Baltimore, Maryland","14,762",,MLB
NYM,ATL,0,2019,Citi Field,"Queens, New York","31,437",,MLB
CLE,KC,1,2019,Progressive Field,"Cleveland, Ohio","31,946",,MLB
MIA,PHI,1,2019,Marlins Park,"Miami, Florida","9,065",,MLB
HOU,LAA,1,2019,Minute Maid Park,"Houston, Texas","35,201",,MLB
MIL,ARI,1,2019,Miller Park,"Milwaukee, Wisconsin","42,209",,MLB
CHW,TEX,1,2019,Guaranteed Rate Field,"Chicago, Illinois","27,016",,MLB
MIN,DET,0,2019,Target Field,"Minneapolis, Minnesota","31,238",,MLB
STL,COL,1,2019,Busch Stadium,"St. Louis, Missouri","40,829",,MLB
SD,BOS,0,2019,Petco Park,"San Diego, California","42,904",,MLB
LAD,NYY,0,2019,Dodger Stadium,"Los Angeles, California","53,775",,MLB
